Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud,segment,visits_per_qtr,cost_of_visit,quaterly_cost
PRV51938,84,25240,300.4761904761905,78,2008-12-16,2009-12-21,370,0.2264150943396226,10,No,champion,6,1200,1200
PRV51940,48,22500,468.75,48,2009-01-08,2009-12-19,345,0.1387283236994219,12,Yes,rising stars,4,800,800
PRV51941,18,3450,191.66666666666663,18,2009-02-09,2009-11-27,291,0.0616438356164383,34,No,standard,1,200,200
PRV51942,38,10880,286.3157894736842,37,2009-01-10,2009-12-16,340,0.1114369501466275,15,No,standard,1,200,200
PRV51943,67,16070,239.8507462686567,65,2009-01-07,2009-12-27,354,0.1887323943661971,4,No,rising stars,4,800,800
PRV51944,91,32320,355.16483516483515,85,2008-12-21,2009-12-24,368,0.2466124661246612,7,No,champion,6,1200,1200
PRV51946,55,16710,303.8181818181818,55,2009-01-03,2009-12-27,358,0.1532033426183844,4,No,rising stars,4,800,800
PRV51947,22,1410,64.0909090909091,22,2009-01-04,2009-12-20,350,0.0626780626780626,11,No,standard,1,200,200
PRV51948,283,76180,269.18727915194347,193,2009-01-01,2009-12-30,363,0.7774725274725275,1,Yes,champion,6,1200,1200
PRV51949,39,12360,316.9230769230769,39,2008-12-25,2009-12-24,364,0.1068493150684931,7,No,rising stars,4,800,800
PRV51950,45,11670,259.3333333333333,44,2009-01-16,2009-12-20,338,0.1327433628318584,11,No,rising stars,4,800,800
PRV51951,41,13640,332.6829268292683,40,2008-12-21,2009-12-23,367,0.1114130434782608,8,Yes,rising stars,4,800,800
PRV51952,15,2200,146.66666666666666,15,2009-03-16,2009-12-30,289,0.0517241379310344,1,No,standard,1,200,200
PRV51954,484,144660,298.88429752066116,446,2008-12-12,2009-12-31,384,1.2571428571428571,0,No,champion,6,1200,1200
PRV51956,9,3490,387.77777777777777,9,2009-02-26,2009-12-16,293,0.0306122448979591,15,No,standard,1,200,200
PRV51957,41,9810,239.26829268292684,41,2009-01-09,2009-12-29,354,0.1154929577464788,2,No,rising stars,4,800,800
PRV51958,21,4480,213.33333333333337,21,2009-01-05,2009-11-15,314,0.0666666666666666,46,No,standard,1,200,200
PRV51959,591,173940,294.3147208121827,348,2008-12-17,2009-12-31,379,1.555263157894737,0,No,champion,6,1200,1200
PRV51960,16,2140,133.75,16,2009-01-03,2009-12-28,359,0.0444444444444444,3,No,standard,1,200,200
PRV51961,118,26970,228.5593220338983,107,2009-01-01,2009-12-19,352,0.3342776203966006,12,No,champion,6,1200,1200
PRV51963,35,11680,333.7142857142857,32,2009-01-03,2009-12-15,346,0.100864553314121,16,No,standard,1,200,200
PRV51964,14,2300,164.28571428571428,14,2009-01-19,2009-12-06,321,0.0434782608695652,25,No,standard,1,200,200
PRV51965,14,2030,145.0,13,2009-01-25,2009-10-03,251,0.0555555555555555,89,No,standard,1,200,200
PRV51966,3,2450,816.6666666666666,3,2009-08-11,2009-11-02,83,0.0357142857142857,59,No,standard,1,200,200
PRV51967,46,12390,269.3478260869565,45,2009-01-11,2009-12-24,347,0.132183908045977,7,No,rising stars,4,800,800
PRV51968,1,90,90.0,1,2009-07-01,2009-07-01,0,1.0,183,No,standard,1,200,200
PRV51969,31,6940,223.8709677419355,29,2009-01-11,2009-12-28,351,0.0880681818181818,3,No,standard,1,200,200
PRV51970,30,25060,835.3333333333334,27,2009-01-01,2009-11-21,324,0.0923076923076923,40,No,standard,1,200,200
PRV51972,23,5160,224.34782608695653,23,2008-12-31,2009-12-13,347,0.0660919540229885,18,No,standard,1,200,200
PRV51973,54,14500,268.51851851851853,48,2009-01-06,2009-12-27,355,0.1516853932584269,4,No,rising stars,4,800,800
PRV51974,3,630,210.0,3,2009-02-01,2009-10-11,252,0.0118577075098814,81,No,standard,1,200,200
PRV51983,31,6260,201.93548387096777,31,2009-01-06,2009-12-31,359,0.0861111111111111,0,No,standard,1,200,200
PRV51984,388,125580,323.659793814433,265,2008-12-25,2009-12-29,369,1.0486486486486486,2,No,champion,6,1200,1200
PRV51987,2,30,15.0,2,2009-02-17,2009-12-11,297,0.0067114093959731,20,No,standard,1,200,200
PRV51988,30,10130,337.6666666666667,27,2009-01-06,2009-12-21,349,0.0857142857142857,10,No,rising stars,4,800,800
PRV51989,15,3890,259.3333333333333,15,2009-01-09,2009-12-25,350,0.0427350427350427,6,No,standard,1,200,200
PRV51990,70,14950,213.57142857142856,47,2008-12-29,2009-12-30,366,0.1907356948228883,1,No,rising stars,4,800,800
PRV51991,23,6010,261.30434782608694,23,2009-01-04,2009-12-13,343,0.066860465116279,18,No,standard,1,200,200
PRV51992,51,7770,152.35294117647058,44,2009-01-03,2009-12-17,348,0.1461318051575931,14,No,rising stars,4,800,800
PRV51993,2,230,115.0,2,2009-04-17,2009-12-03,230,0.0086580086580086,28,No,standard,1,200,200
PRV51994,23,7100,308.69565217391306,22,2009-01-25,2009-12-19,328,0.0699088145896656,12,No,standard,1,200,200
PRV51995,17,7070,415.88235294117646,17,2009-02-21,2009-12-30,312,0.0543130990415335,1,No,standard,1,200,200
PRV51996,30,7040,234.66666666666663,28,2008-12-13,2009-12-20,372,0.0804289544235924,11,No,standard,1,200,200
PRV51998,22,5180,235.45454545454547,22,2009-01-10,2009-12-22,346,0.063400576368876,9,No,standard,1,200,200
PRV51999,13,2380,183.07692307692307,13,2009-02-11,2009-11-23,285,0.0454545454545454,38,No,standard,1,200,200
PRV52001,885,247040,279.1412429378531,620,2008-12-22,2009-12-31,374,2.36,0,No,champion,6,1200,1200
PRV52002,125,36920,295.36,122,2008-12-18,2009-12-26,373,0.3342245989304813,5,Yes,champion,6,1200,1200
PRV52003,56,21590,385.5357142857143,55,2009-01-01,2009-12-20,353,0.1581920903954802,11,No,rising stars,4,800,800
PRV52004,41,14000,341.4634146341463,37,2008-12-26,2009-12-25,364,0.1123287671232876,6,No,rising stars,4,800,800
PRV52007,14,1770,126.42857142857144,14,2009-01-23,2009-12-26,337,0.0414201183431952,5,No,standard,1,200,200
PRV52008,22,4830,219.54545454545453,21,2009-01-07,2009-12-21,348,0.0630372492836676,10,No,standard,1,200,200
PRV52009,26,4660,179.23076923076923,25,2009-02-13,2009-12-25,315,0.0822784810126582,6,No,standard,1,200,200
PRV52010,6,1390,231.66666666666663,6,2009-01-05,2009-11-19,318,0.018808777429467,42,No,standard,1,200,200
PRV52011,19,5360,282.10526315789474,17,2009-01-08,2009-12-12,338,0.0560471976401179,19,No,standard,1,200,200
PRV52013,45,11090,246.44444444444449,41,2009-01-14,2009-12-18,338,0.1327433628318584,13,No,rising stars,4,800,800
PRV52014,273,75470,276.4468864468864,245,2009-01-01,2009-12-29,362,0.7520661157024794,2,No,champion,6,1200,1200
PRV52017,188,50400,268.0851063829787,177,2008-12-29,2009-12-31,367,0.5108695652173914,0,No,champion,6,1200,1200
PRV52019,1130,328220,290.46017699115043,1037,2008-12-19,2009-12-31,377,2.9894179894179893,0,Yes,champion,6,1200,1200
PRV52020,378,114430,302.72486772486775,368,2008-12-22,2009-12-31,374,1.008,0,Yes,champion,6,1200,1200
PRV52021,320,111870,349.59375,312,2008-12-13,2009-12-31,383,0.8333333333333334,0,Yes,champion,6,1200,1200
PRV52022,55,16230,295.09090909090907,55,2008-12-15,2009-12-30,380,0.1443569553805774,1,No,rising stars,4,800,800
PRV52024,1,400,400.0,1,2009-09-07,2009-09-07,0,1.0,115,No,standard,1,200,200
PRV52025,88,18180,206.5909090909091,87,2009-01-02,2009-12-29,361,0.2430939226519337,2,No,rising stars,4,800,800
PRV52026,13,2960,227.69230769230768,13,2009-01-12,2009-12-30,352,0.036827195467422,1,No,standard,1,200,200
PRV52027,107,25070,234.2990654205607,105,2008-12-18,2009-12-23,370,0.2884097035040431,8,No,champion,6,1200,1200
PRV52028,10,2490,249.0,10,2009-02-03,2009-11-27,297,0.0335570469798657,34,No,standard,1,200,200
PRV52029,108,27800,257.4074074074074,104,2008-12-22,2009-12-29,372,0.289544235924933,2,No,champion,6,1200,1200
PRV52030,1722,502310,291.70150987224156,980,2008-12-20,2009-12-31,376,4.56763925729443,0,Yes,champion,6,1200,1200
PRV52031,91,22240,244.3956043956044,82,2009-01-03,2009-12-30,361,0.2513812154696133,1,No,champion,6,1200,1200
PRV52032,447,139010,310.98434004474274,408,2008-12-16,2009-12-31,380,1.1732283464566928,0,Yes,champion,6,1200,1200
PRV52037,136,42340,311.3235294117647,129,2008-12-28,2009-12-29,366,0.3705722070844686,2,No,champion,6,1200,1200
PRV52038,178,52570,295.3370786516854,151,2009-01-02,2009-12-29,361,0.4917127071823204,2,No,champion,6,1200,1200
PRV52039,35,7290,208.28571428571428,32,2009-01-07,2009-12-24,351,0.0994318181818181,7,No,rising stars,4,800,800
PRV52041,1407,461580,328.05970149253733,778,2008-12-18,2009-12-31,378,3.712401055408971,0,Yes,champion,6,1200,1200
PRV52042,44,17220,391.3636363636364,42,2009-01-01,2009-12-22,355,0.1235955056179775,9,No,rising stars,4,800,800
PRV52044,28,7520,268.57142857142856,28,2008-12-13,2009-10-22,313,0.0891719745222929,70,No,standard,1,200,200
PRV52045,139,40010,287.841726618705,132,2009-01-04,2009-12-28,358,0.3871866295264624,3,Yes,champion,6,1200,1200
PRV52046,77,21230,275.7142857142857,75,2009-01-04,2009-12-28,358,0.2144846796657381,3,No,champion,6,1200,1200
PRV52047,6,1230,205.0,6,2009-04-25,2009-11-18,207,0.0288461538461538,43,No,standard,1,200,200
PRV52048,86,30520,354.8837209302326,80,2008-12-28,2009-12-29,366,0.2343324250681198,2,No,champion,6,1200,1200
PRV52049,138,30540,221.30434782608697,135,2009-01-02,2009-12-28,360,0.3822714681440443,3,No,champion,6,1200,1200
PRV52051,70,25910,370.1428571428572,69,2009-01-01,2009-12-26,359,0.1944444444444444,5,No,champion,6,1200,1200
PRV52052,44,9220,209.54545454545453,43,2008-12-26,2009-12-20,359,0.1222222222222222,11,No,rising stars,4,800,800
PRV52054,174,51360,295.17241379310343,171,2009-01-01,2009-12-31,364,0.4767123287671233,0,No,champion,6,1200,1200
PRV52055,156,46210,296.21794871794873,125,2009-01-06,2009-12-25,353,0.4406779661016949,6,No,champion,6,1200,1200
PRV52056,39,9730,249.48717948717947,33,2009-01-10,2009-12-22,346,0.1123919308357348,9,No,rising stars,4,800,800
PRV52057,132,22840,173.03030303030303,122,2008-12-22,2009-12-27,370,0.3557951482479784,4,No,champion,6,1200,1200
PRV52058,153,43690,285.55555555555554,151,2008-12-31,2009-12-28,362,0.4214876033057851,3,No,champion,6,1200,1200
PRV52059,969,318790,328.9886480908153,379,2008-12-13,2009-12-31,383,2.5234375,0,Yes,champion,6,1200,1200
PRV52061,99,26130,263.93939393939394,91,2008-12-13,2009-12-27,379,0.2605263157894736,4,No,champion,6,1200,1200
PRV52062,142,49100,345.77464788732397,142,2009-01-16,2009-12-30,348,0.4068767908309456,1,No,champion,6,1200,1200
PRV52063,522,151270,289.7892720306513,490,2008-12-30,2009-12-30,365,1.4262295081967211,1,No,champion,6,1200,1200
PRV52064,2137,612040,286.40149742629853,1240,2008-12-12,2009-12-31,384,5.55064935064935,0,Yes,champion,6,1200,1200
PRV52065,163,44160,270.92024539877303,160,2008-12-21,2009-12-30,374,0.4346666666666666,1,Yes,champion,6,1200,1200
PRV52066,1109,310970,280.4057709648332,552,2008-12-18,2009-12-31,378,2.926121372031662,0,Yes,champion,6,1200,1200
PRV52068,38,12040,316.8421052631579,38,2009-01-05,2009-12-22,351,0.1079545454545454,9,No,rising stars,4,800,800
PRV52069,60,11880,198.0,57,2008-12-30,2009-12-30,365,0.1639344262295081,1,No,rising stars,4,800,800
PRV52071,563,199930,355.1154529307282,270,2009-01-01,2009-12-31,364,1.5424657534246575,0,No,champion,6,1200,1200
PRV52072,68,20030,294.55882352941177,66,2009-01-03,2009-12-31,362,0.18732782369146,0,No,champion,6,1200,1200
PRV52073,28,8190,292.5,28,2009-01-05,2009-12-14,343,0.0813953488372093,17,No,standard,1,200,200
PRV52074,102,20360,199.6078431372549,98,2009-01-05,2009-12-30,359,0.2833333333333333,1,No,champion,6,1200,1200
PRV52075,3,1190,396.6666666666667,3,2008-12-23,2009-08-24,244,0.0122448979591836,129,No,standard,1,200,200
PRV52076,125,33030,264.24,115,2008-12-12,2009-12-29,382,0.3263707571801567,2,No,champion,6,1200,1200
PRV52077,780,218610,280.2692307692308,540,2008-12-19,2009-12-31,377,2.0634920634920637,0,Yes,champion,6,1200,1200
PRV52079,21,6310,300.4761904761905,21,2009-01-13,2009-12-23,344,0.0608695652173913,8,No,standard,1,200,200
PRV52081,16,4080,255.0,16,2009-01-25,2009-12-29,338,0.0471976401179941,2,No,standard,1,200,200
PRV52082,5,720,144.0,5,2009-01-21,2009-12-29,342,0.0145772594752186,2,No,standard,1,200,200
PRV52084,19,5490,288.94736842105266,17,2009-01-16,2009-11-27,315,0.060126582278481,34,No,standard,1,200,200
PRV52085,623,201290,323.09791332263245,575,2008-12-27,2009-12-31,369,1.6837837837837837,0,No,champion,6,1200,1200
PRV52087,41,15370,374.8780487804878,34,2009-01-01,2009-12-19,352,0.1161473087818696,12,No,rising stars,4,800,800
PRV52088,34,6080,178.8235294117647,34,2009-02-17,2009-12-13,299,0.1133333333333333,18,No,standard,1,200,200
PRV52089,102,38550,377.94117647058823,77,2009-01-06,2009-12-30,358,0.2841225626740947,1,Yes,champion,6,1200,1200
PRV52090,218,80190,367.8440366972477,204,2009-01-01,2009-12-28,361,0.6022099447513812,3,No,champion,6,1200,1200
PRV52092,116,33710,290.6034482758621,104,2008-12-22,2009-12-27,370,0.3126684636118598,4,No,champion,6,1200,1200
PRV52094,42,10950,260.7142857142857,40,2009-01-06,2009-12-17,345,0.1213872832369942,14,No,rising stars,4,800,800
PRV52095,24,5080,211.66666666666663,23,2009-01-09,2009-12-31,356,0.0672268907563025,0,No,standard,1,200,200
PRV52097,39,13640,349.7435897435897,38,2009-01-05,2009-12-24,353,0.1101694915254237,7,No,rising stars,4,800,800
PRV52098,357,99260,278.03921568627453,346,2009-01-01,2009-12-30,363,0.9807692307692308,1,No,champion,6,1200,1200
PRV52099,70,15610,223.0,57,2008-12-30,2009-12-29,364,0.1917808219178082,2,No,rising stars,4,800,800
PRV52100,27,6380,236.2962962962963,27,2009-01-17,2009-12-31,348,0.0773638968481375,0,Yes,standard,1,200,200
PRV52101,11,2440,221.8181818181818,11,2009-01-01,2009-09-04,246,0.0445344129554655,118,No,standard,1,200,200
PRV52102,11,1720,156.36363636363637,11,2009-01-05,2009-12-09,338,0.0324483775811209,22,No,standard,1,200,200
PRV52104,906,274220,302.6710816777042,537,2008-12-13,2009-12-30,382,2.3655352480417755,1,No,champion,6,1200,1200
PRV52105,18,10030,557.2222222222222,18,2009-02-21,2009-12-23,305,0.0588235294117647,8,No,standard,1,200,200
PRV52107,83,22330,269.03614457831327,79,2009-01-01,2009-12-21,354,0.2338028169014084,10,No,champion,6,1200,1200
PRV52109,190,60870,320.36842105263156,169,2008-12-15,2009-12-29,379,0.5,2,No,champion,6,1200,1200
PRV52111,52,17660,339.61538461538464,50,2009-01-01,2009-12-25,358,0.1448467966573816,6,No,rising stars,4,800,800
PRV52112,47,8120,172.7659574468085,47,2009-01-22,2009-12-13,325,0.1441717791411043,18,No,standard,1,200,200
PRV52113,99,19700,198.989898989899,50,2009-01-03,2009-12-29,360,0.2742382271468144,2,No,rising stars,4,800,800
PRV52114,884,245730,277.97511312217193,495,2008-12-28,2009-12-31,368,2.3956639566395665,0,Yes,champion,6,1200,1200
PRV52115,49,6270,127.95918367346938,43,2009-01-03,2009-12-31,362,0.1349862258953168,0,Yes,standard,1,200,200
PRV52118,39,16840,431.79487179487177,36,2009-01-22,2009-12-13,325,0.1196319018404908,18,No,standard,1,200,200
PRV52119,27,6640,245.92592592592592,26,2009-01-06,2009-12-22,350,0.0769230769230769,9,Yes,standard,1,200,200
PRV52120,790,253380,320.73417721518985,728,2008-12-16,2009-12-31,380,2.073490813648294,0,Yes,champion,6,1200,1200
PRV52121,40,10970,274.25,39,2009-01-09,2009-12-19,344,0.1159420289855072,12,No,rising stars,4,800,800
PRV52122,25,14320,572.8,25,2009-01-29,2009-12-10,315,0.0791139240506329,21,No,standard,1,200,200
PRV52123,72,19310,268.19444444444446,65,2009-01-03,2009-12-31,362,0.1983471074380165,0,Yes,rising stars,4,800,800
PRV52124,87,36570,420.3448275862069,85,2008-12-15,2009-12-20,370,0.2345013477088948,11,Yes,champion,6,1200,1200
PRV52126,55,15160,275.6363636363636,54,2009-01-02,2009-12-20,352,0.1558073654390935,11,No,rising stars,4,800,800
PRV52127,8,580,72.5,8,2009-03-31,2009-12-05,249,0.032,26,No,standard,1,200,200
PRV52128,50,27410,548.2,44,2009-01-01,2009-12-25,358,0.1392757660167131,6,No,rising stars,4,800,800
PRV52129,171,44010,257.36842105263156,64,2009-01-02,2009-12-26,358,0.4763231197771588,5,No,champion,6,1200,1200
PRV52130,69,21290,308.5507246376812,68,2008-12-26,2009-12-29,368,0.1869918699186991,2,No,champion,6,1200,1200
PRV52131,37,14980,404.8648648648648,35,2008-12-28,2009-11-29,336,0.1097922848664688,32,No,standard,1,200,200
PRV52133,238,75350,316.5966386554622,214,2008-12-16,2009-12-30,379,0.6263157894736842,1,No,champion,6,1200,1200
PRV52135,45,7930,176.22222222222223,44,2009-01-06,2009-12-17,345,0.130057803468208,14,Yes,rising stars,4,800,800
PRV52136,53,15560,293.58490566037733,50,2009-01-06,2009-12-17,345,0.1531791907514451,14,No,rising stars,4,800,800
PRV52138,139,42610,306.54676258992805,136,2009-01-02,2009-12-31,363,0.3818681318681318,0,No,champion,6,1200,1200
PRV52140,14,1540,110.0,13,2009-03-27,2009-12-20,268,0.0520446096654275,11,No,standard,1,200,200
PRV52141,496,155020,312.5403225806452,273,2008-12-30,2009-12-31,366,1.3514986376021798,0,No,champion,6,1200,1200
PRV52142,23,5290,230.0,23,2009-02-19,2009-12-18,302,0.0759075907590759,13,No,standard,1,200,200
PRV52143,10,3560,356.0,10,2008-12-25,2009-11-13,323,0.0308641975308641,48,No,standard,1,200,200
PRV52144,78,27190,348.5897435897436,77,2009-01-07,2009-12-18,345,0.2254335260115607,13,No,champion,6,1200,1200
PRV52145,195,51860,265.94871794871796,189,2008-12-21,2009-12-29,373,0.5213903743315508,2,No,champion,6,1200,1200
PRV52146,13,3600,276.9230769230769,13,2008-12-30,2009-12-28,363,0.0357142857142857,3,No,standard,1,200,200
PRV52147,138,41380,299.8550724637681,138,2009-01-02,2009-12-30,362,0.3801652892561983,1,Yes,champion,6,1200,1200
PRV52148,27,3570,132.22222222222223,27,2009-01-07,2009-12-31,358,0.075208913649025,0,No,standard,1,200,200
PRV52149,118,26870,227.71186440677965,115,2008-12-22,2009-12-28,371,0.3172043010752688,3,No,champion,6,1200,1200
PRV52150,212,61690,290.99056603773585,200,2008-12-20,2009-12-29,374,0.5653333333333334,2,No,champion,6,1200,1200
PRV52151,52,11470,220.57692307692307,49,2009-01-09,2009-12-24,349,0.1485714285714285,7,Yes,rising stars,4,800,800
PRV52152,34,4910,144.41176470588235,32,2009-01-03,2009-12-18,349,0.0971428571428571,13,No,standard,1,200,200
PRV52154,573,144970,253.00174520069808,546,2008-12-15,2009-12-29,379,1.5078947368421052,2,No,champion,6,1200,1200
PRV52155,36,6990,194.16666666666663,33,2009-01-13,2009-12-29,350,0.1025641025641025,2,No,standard,1,200,200
PRV52156,84,29980,356.9047619047619,84,2009-01-04,2009-12-29,359,0.2333333333333333,2,No,champion,6,1200,1200
PRV52157,144,39710,275.7638888888889,118,2009-01-01,2009-12-26,359,0.4,5,No,champion,6,1200,1200
PRV52159,187,51110,273.3155080213904,181,2009-01-02,2009-12-31,363,0.5137362637362637,0,No,champion,6,1200,1200
PRV52160,42,10910,259.76190476190476,42,2009-01-18,2009-12-28,344,0.1217391304347826,3,No,rising stars,4,800,800
PRV52161,10,1660,166.0,10,2009-03-22,2009-10-29,221,0.045045045045045,63,No,standard,1,200,200
PRV52162,28,9970,356.07142857142856,27,2009-01-23,2009-11-05,286,0.0975609756097561,56,No,standard,1,200,200
PRV52163,46,19420,422.17391304347825,46,2009-01-06,2009-12-02,330,0.1389728096676737,29,No,standard,1,200,200
PRV52165,51,20830,408.4313725490196,46,2009-01-11,2009-12-31,354,0.1436619718309859,0,Yes,rising stars,4,800,800
PRV52166,71,17500,246.4788732394366,60,2009-01-16,2009-12-17,335,0.2113095238095238,14,No,rising stars,4,800,800
PRV52167,58,16090,277.41379310344826,55,2009-01-07,2009-12-30,357,0.1620111731843575,1,No,rising stars,4,800,800
PRV52168,57,11320,198.59649122807016,56,2009-01-20,2009-12-28,342,0.1661807580174927,3,No,rising stars,4,800,800
PRV52169,27,6900,255.55555555555551,26,2009-01-16,2009-12-29,347,0.0775862068965517,2,No,standard,1,200,200
PRV52170,32,8470,264.6875,32,2009-01-27,2009-12-19,326,0.0978593272171253,12,No,rising stars,4,800,800
PRV52171,8,1740,217.5,8,2009-02-24,2009-10-31,249,0.032,61,No,standard,1,200,200
PRV52174,3,810,270.0,3,2009-06-10,2009-12-25,198,0.0150753768844221,6,No,standard,1,200,200
PRV52175,171,50590,295.84795321637426,167,2009-01-08,2009-12-27,353,0.4830508474576271,4,No,champion,6,1200,1200
PRV52177,23,3580,155.65217391304347,23,2009-01-15,2009-12-09,328,0.0699088145896656,22,No,standard,1,200,200
PRV52178,2,110,55.0,2,2009-04-11,2009-10-17,189,0.0105263157894736,75,Yes,standard,1,200,200
PRV52179,33,15230,461.5151515151515,17,2009-01-01,2009-12-25,358,0.0919220055710306,6,No,rising stars,4,800,800
PRV52180,39,11460,293.84615384615387,38,2009-01-04,2009-12-20,350,0.1111111111111111,11,No,rising stars,4,800,800
PRV52181,13,3500,269.2307692307692,13,2009-01-21,2009-10-14,266,0.048689138576779,78,Yes,standard,1,200,200
PRV52182,75,25580,341.06666666666666,43,2009-01-03,2009-12-31,362,0.2066115702479339,0,No,champion,6,1200,1200
PRV52184,16,1880,117.5,15,2009-02-07,2009-11-24,290,0.0549828178694158,37,No,standard,1,200,200
PRV52185,55,14290,259.8181818181818,46,2009-01-04,2009-12-29,359,0.1527777777777778,2,No,rising stars,4,800,800
PRV52186,32,6640,207.5,29,2009-01-04,2009-12-27,357,0.0893854748603352,4,No,standard,1,200,200
